endpoint,deployed_model_id,logging_time,request_id,request_payload,response_payload
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:52:58.397611 UTC,8081371288230954133,"[{""loan"":""yes"",""contact"":""cellular"",""poutcome"":""success"",""default"":""no"",""martial"":""married"",""education"":""unknown"",""housing"":""yes"",""day"":24,""previous"":0,""duration"":98,""balance"":62465,""pdays"":-1,""campaign"":1,""job"":""blue-collar"",""age"":47,""month"":""jan""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:53:02.384436 UTC,6756247700426457403,"[{""martial"":""married"",""contact"":""unknown"",""poutcome"":""failure"",""housing"":""yes"",""age"":95,""balance"":12478,""duration"":731,""default"":""no"",""month"":""jan"",""job"":""services"",""day"":7,""pdays"":-1,""education"":""secondary"",""campaign"":1,""loan"":""yes"",""previous"":0}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:53:06.363013 UTC,4267580772254674767,"[{""campaign"":1,""martial"":""married"",""housing"":""yes"",""poutcome"":""failure"",""pdays"":-1,""balance"":45024,""month"":""oct"",""day"":6,""duration"":395,""education"":""tertiary"",""previous"":0,""loan"":""yes"",""default"":""yes"",""age"":54,""contact"":""unknown"",""job"":""self-employed""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:53:10.399223 UTC,2551382108806358827,"[{""job"":""unknown"",""day"":1,""default"":""no"",""age"":61,""education"":""tertiary"",""balance"":89436,""month"":""mar"",""campaign"":1,""loan"":""yes"",""previous"":0,""contact"":""unknown"",""poutcome"":""other"",""pdays"":-1,""duration"":33,""martial"":""single"",""housing"":""no""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:53:14.643180 UTC,5045891802515953136,"[{""campaign"":1,""job"":""unemployed"",""age"":42,""default"":""yes"",""month"":""dec"",""previous"":0,""pdays"":-1,""balance"":94743,""loan"":""yes"",""day"":16,""housing"":""yes"",""poutcome"":""failure"",""education"":""secondary"",""duration"":745,""contact"":""telephone"",""martial"":""married""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:53:18.750100 UTC,6735911097471832207,"[{""age"":69,""balance"":77957,""poutcome"":""success"",""loan"":""no"",""martial"":""divorced"",""default"":""yes"",""housing"":""yes"",""pdays"":-1,""contact"":""telephone"",""campaign"":1,""month"":""mar"",""education"":""secondary"",""job"":""housemaid"",""day"":15,""previous"":0,""duration"":838}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:53:22.695480 UTC,833482097055500815,"[{""martial"":""married"",""poutcome"":""failure"",""balance"":95547,""month"":""feb"",""job"":""student"",""previous"":0,""campaign"":1,""default"":""no"",""age"":59,""housing"":""yes"",""contact"":""telephone"",""education"":""tertiary"",""day"":4,""duration"":66,""pdays"":-1,""loan"":""no""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:53:26.726788 UTC,4065604016063093890,"[{""previous"":0,""duration"":711,""contact"":""unknown"",""housing"":""yes"",""age"":65,""loan"":""no"",""martial"":""divorced"",""month"":""feb"",""education"":""unknown"",""job"":""retired"",""day"":31,""poutcome"":""unknown"",""default"":""no"",""balance"":50717,""pdays"":-1,""campaign"":1}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:53:30.730171 UTC,6654774565893612136,"[{""job"":""entrepreneur"",""poutcome"":""failure"",""age"":61,""housing"":""no"",""martial"":""divorced"",""contact"":""cellular"",""balance"":68892,""loan"":""no"",""campaign"":1,""month"":""jan"",""duration"":787,""default"":""no"",""day"":26,""previous"":0,""pdays"":-1,""education"":""tertiary""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:53:35.037643 UTC,3707195214338363015,"[{""education"":""unknown"",""campaign"":1,""month"":""may"",""balance"":14521,""loan"":""yes"",""previous"":0,""contact"":""cellular"",""pdays"":-1,""age"":82,""job"":""admin."",""housing"":""no"",""poutcome"":""success"",""martial"":""divorced"",""day"":9,""default"":""no"",""duration"":417}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:53:39.151379 UTC,7345080667147969347,"[{""campaign"":1,""martial"":""married"",""default"":""no"",""month"":""jan"",""balance"":5773,""pdays"":-1,""age"":49,""education"":""secondary"",""housing"":""no"",""loan"":""no"",""job"":""student"",""contact"":""cellular"",""day"":22,""previous"":0,""poutcome"":""failure"",""duration"":183}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:53:43.178398 UTC,1518086593243982031,"[{""month"":""jan"",""martial"":""divorced"",""age"":67,""balance"":18711,""duration"":813,""default"":""no"",""education"":""primary"",""housing"":""yes"",""previous"":0,""pdays"":-1,""day"":27,""contact"":""cellular"",""poutcome"":""failure"",""job"":""technician"",""loan"":""no"",""campaign"":1}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:53:47.450623 UTC,178305516384752445,"[{""duration"":756,""loan"":""no"",""contact"":""cellular"",""balance"":29751,""poutcome"":""success"",""job"":""self-employed"",""day"":11,""campaign"":1,""default"":""no"",""previous"":0,""housing"":""yes"",""education"":""secondary"",""martial"":""divorced"",""age"":42,""pdays"":-1,""month"":""apr""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:53:51.471692 UTC,3058615035378185440,"[{""poutcome"":""failure"",""martial"":""single"",""month"":""jun"",""duration"":286,""pdays"":-1,""campaign"":1,""age"":65,""loan"":""yes"",""default"":""no"",""housing"":""yes"",""education"":""primary"",""job"":""retired"",""previous"":0,""day"":30,""balance"":74823,""contact"":""cellular""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:53:55.554912 UTC,944515027664017490,"[{""duration"":770,""previous"":0,""age"":63,""default"":""no"",""pdays"":-1,""balance"":466,""education"":""primary"",""day"":10,""job"":""housemaid"",""loan"":""no"",""poutcome"":""failure"",""martial"":""married"",""campaign"":1,""housing"":""no"",""contact"":""unknown"",""month"":""jan""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:53:59.730732 UTC,2437194274352648220,"[{""martial"":""married"",""day"":1,""duration"":638,""month"":""apr"",""previous"":0,""default"":""no"",""education"":""primary"",""campaign"":1,""contact"":""unknown"",""job"":""student"",""balance"":45719,""pdays"":-1,""age"":50,""loan"":""yes"",""poutcome"":""unknown"",""housing"":""yes""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:54:03.762368 UTC,2245908908032404362,"[{""martial"":""married"",""campaign"":1,""month"":""may"",""job"":""services"",""balance"":28582,""duration"":866,""contact"":""telephone"",""day"":26,""previous"":0,""age"":30,""housing"":""yes"",""pdays"":-1,""default"":""yes"",""poutcome"":""other"",""education"":""secondary"",""loan"":""no""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:54:07.738985 UTC,8786062862988467228,"[{""martial"":""married"",""job"":""technician"",""loan"":""yes"",""month"":""oct"",""balance"":22111,""education"":""primary"",""campaign"":1,""poutcome"":""other"",""previous"":0,""day"":19,""default"":""yes"",""pdays"":-1,""duration"":496,""age"":100,""housing"":""yes"",""contact"":""cellular""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:54:11.795248 UTC,3815813925415412985,"[{""poutcome"":""unknown"",""age"":54,""balance"":86200,""day"":10,""previous"":0,""martial"":""single"",""loan"":""yes"",""education"":""primary"",""duration"":367,""job"":""technician"",""housing"":""yes"",""pdays"":-1,""default"":""no"",""month"":""dec"",""contact"":""telephone"",""campaign"":1}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:54:15.835316 UTC,2244030054118579706,"[{""poutcome"":""failure"",""loan"":""no"",""campaign"":1,""contact"":""telephone"",""month"":""nov"",""pdays"":-1,""default"":""no"",""martial"":""divorced"",""duration"":933,""job"":""retired"",""education"":""primary"",""housing"":""no"",""day"":16,""age"":41,""previous"":0,""balance"":94328}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:54:19.864709 UTC,2469362638769710692,"[{""default"":""yes"",""balance"":11831,""previous"":0,""month"":""oct"",""poutcome"":""other"",""contact"":""telephone"",""housing"":""yes"",""campaign"":1,""loan"":""no"",""duration"":135,""day"":22,""pdays"":-1,""education"":""secondary"",""age"":47,""martial"":""married"",""job"":""student""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:54:23.857984 UTC,6619068719660586376,"[{""age"":43,""education"":""secondary"",""pdays"":-1,""housing"":""yes"",""month"":""dec"",""martial"":""married"",""loan"":""yes"",""contact"":""cellular"",""day"":20,""balance"":14079,""campaign"":1,""previous"":0,""duration"":236,""poutcome"":""unknown"",""default"":""no"",""job"":""student""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:54:27.875476 UTC,8739347425734204878,"[{""campaign"":1,""day"":29,""education"":""secondary"",""duration"":154,""age"":61,""month"":""jun"",""martial"":""married"",""housing"":""yes"",""loan"":""yes"",""contact"":""unknown"",""pdays"":-1,""poutcome"":""unknown"",""default"":""yes"",""balance"":65335,""job"":""entrepreneur"",""previous"":0}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:54:32.058784 UTC,6900599670320802097,"[{""job"":""admin."",""loan"":""yes"",""poutcome"":""success"",""housing"":""yes"",""default"":""no"",""contact"":""cellular"",""education"":""primary"",""martial"":""single"",""age"":40,""day"":24,""balance"":15648,""duration"":35,""month"":""may"",""previous"":0,""pdays"":-1,""campaign"":1}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:54:36.030683 UTC,3547286885238820828,"[{""balance"":98374,""campaign"":1,""loan"":""no"",""default"":""yes"",""poutcome"":""failure"",""age"":20,""previous"":0,""job"":""student"",""contact"":""telephone"",""day"":23,""pdays"":-1,""duration"":397,""education"":""secondary"",""month"":""nov"",""housing"":""yes"",""martial"":""single""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:54:40.025483 UTC,1108927031200480296,"[{""education"":""secondary"",""housing"":""yes"",""balance"":60297,""day"":13,""previous"":0,""pdays"":-1,""contact"":""telephone"",""campaign"":1,""duration"":206,""poutcome"":""success"",""job"":""entrepreneur"",""age"":34,""martial"":""married"",""loan"":""no"",""default"":""no"",""month"":""jul""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:54:43.961565 UTC,2256529318264393167,"[{""contact"":""cellular"",""day"":11,""previous"":0,""loan"":""yes"",""campaign"":1,""age"":49,""pdays"":-1,""duration"":783,""housing"":""no"",""education"":""primary"",""martial"":""divorced"",""poutcome"":""failure"",""job"":""entrepreneur"",""balance"":85694,""default"":""yes"",""month"":""jun""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:54:47.977602 UTC,4600401295181432926,"[{""day"":29,""age"":63,""contact"":""unknown"",""education"":""secondary"",""previous"":0,""balance"":69210,""martial"":""married"",""pdays"":-1,""job"":""entrepreneur"",""poutcome"":""failure"",""housing"":""yes"",""loan"":""yes"",""campaign"":1,""month"":""dec"",""duration"":819,""default"":""no""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:54:51.932776 UTC,2474347109828579340,"[{""education"":""tertiary"",""martial"":""single"",""housing"":""yes"",""contact"":""telephone"",""default"":""no"",""duration"":818,""previous"":0,""pdays"":-1,""month"":""sep"",""campaign"":1,""age"":56,""loan"":""yes"",""job"":""unemployed"",""balance"":89900,""day"":20,""poutcome"":""success""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 05:54:55.995096 UTC,6463598334463641841,"[{""campaign"":1,""education"":""unknown"",""housing"":""no"",""martial"":""married"",""contact"":""unknown"",""duration"":230,""month"":""nov"",""day"":13,""age"":54,""previous"":0,""loan"":""yes"",""poutcome"":""other"",""pdays"":-1,""balance"":57088,""default"":""no"",""job"":""unknown""}]","[""no""]"
